Averaging kernel etc. information for: O3
       p/hPa      VR/km      HR/km
     316.228    1.71965    534.666
     261.016    3.31274    436.116
     215.443    3.57952    379.786
     177.828    3.51939    349.732
      146.78    2.61266     415.21
     121.153    2.27423    378.556
         100    2.48043    358.029
     82.5404    2.60606    354.016
     68.1292    2.64919     359.49
     56.2341    2.60089    366.967
     46.4159    2.52669    375.281
     38.3119    2.51467    386.763
     31.6228    2.53387    403.071
     26.1016    2.56099    433.972
     21.5443    2.60421    482.346
     17.7828     2.5953    517.672
      14.678    2.61974    524.199
     12.1153    2.70418    519.794
          10    2.79092    516.464
     8.25404    2.85769    495.212
     6.81292     2.9206    484.517
     5.62341    2.98372    480.303
     4.64159    3.06013    479.077
     3.83119    3.14513    479.025
     3.16228    3.24305    479.852
     2.61016    3.38823    481.629
     2.15443    3.53619    483.825
     1.77828    3.69942    488.514
      1.4678    3.65521    498.142
     1.21153     2.8184    531.884
           1    3.02128     519.07
    0.681292    3.39987    607.313
    0.464159    3.24654    613.081
    0.316228    3.17067    570.518
    0.215443    2.98461    517.454
     0.14678    2.77534    484.977
         0.1    4.04929    451.818
   0.0464159    5.36519    398.346
   0.0215443    5.37418    299.125
        0.01    5.43241    268.018
  0.00464159    5.59318    341.667
  0.00215443    5.96132    445.497
       0.001    7.27827    570.717
 0.000464159    7.43851     669.74
