Averaging kernel etc. information for: HNO3
       p/hPa      VR/km      HR/km
     316.228    4.50479    550.298
     215.443    5.96737    505.775
      146.78    3.41053    432.883
         100    3.41576    384.969
     68.1292      3.385    372.983
     46.4159    3.50036    383.584
     31.6228    3.90676    416.323
     21.5443    3.82988    483.112
      14.678    3.72254    235.693
          10    3.74154    250.357
     6.81292    3.92526    277.117
     4.64159    4.28796    318.148
     3.16228     4.8907    388.366
     2.15443    5.06153    476.602
      1.4678    4.09002    586.059
           1    3.92487    797.188
    0.681292    5.04431    120.326
    0.464159    6.00928    121.829
    0.316228    6.70263    127.804
    0.215443    8.09407    135.109
     0.14678    11.2272    138.303
         0.1    12.8843    136.394
   0.0464159    14.0528    134.736
   0.0215443    16.5556    134.185
        0.01       20.7    132.136
