Averaging kernel etc. information for: ClO_Methanol
       p/hPa      VR/km      HR/km
      146.78    2.91484    593.024
         100     4.4263    532.722
     68.1292    3.13874    452.224
     46.4159    3.00169     389.99
     31.6228    3.18847    294.993
     21.5443    3.36263    259.166
      14.678    3.45984    236.478
          10    3.53695    229.215
     6.81292     3.6483    233.202
     4.64159    3.87628    245.546
     3.16228    4.34912    267.037
     2.15443    4.43828    300.158
      1.4678    3.33649    357.108
           1    2.88108    469.658
    0.681292    2.94052    126.981
    0.464159    3.22151     130.58
    0.316228    3.62522     129.87
    0.215443    4.26553    139.098
     0.14678     5.5705     140.93
         0.1    8.36602    141.368
   0.0464159    10.6725    139.814
   0.0215443     14.205    137.648
        0.01    18.9688    134.412
  0.00464159    24.9874    132.187
  0.00215443     26.866    129.604
       0.001    23.9468    126.341
