Averaging kernel etc. information for: SO2
       p/hPa      VR/km      HR/km
     316.228    2.75641    316.917
     215.443    2.84941    256.147
      146.78    2.85097    254.704
         100    2.82073    227.305
     68.1292    2.81586    206.988
     46.4159    2.83852      192.6
     31.6228    2.90799    182.282
     21.5443    3.02188    177.248
      14.678    3.16554     170.85
          10    3.34069    167.944
     6.81292     3.5676    166.892
     4.64159    3.86751     167.54
     3.16228    4.28217    170.353
     2.15443    4.89268    176.214
      1.4678    5.60432    183.999
           1    6.41238     193.91
    0.681292    7.85938    199.406
    0.464159    8.93352    204.281
    0.316228    10.4611    206.256
    0.215443    12.6136    205.616
     0.14678    17.5125    201.774
         0.1    22.6133    190.486
   0.0464159    25.4893    179.053
   0.0215443    28.6585    171.843
        0.01    29.2287    168.317
  0.00464159    28.1663    166.535
  0.00215443    27.9664    165.635
       0.001     27.919      164.5
