Averaging kernel etc. information for: OH
       p/hPa      VR/km      HR/km
     68.1292    2.84037    478.313
     46.4159    4.28342    203.178
     31.6228    2.67822    185.873
     21.5443      2.668    178.213
      14.678    2.66748    173.128
          10    2.66752    170.302
     6.81292     2.6669    168.347
     4.64159    2.66681    167.157
     3.16228    2.66679      166.1
     2.15443    2.66681    165.499
      1.4678    2.66679    165.062
           1    2.66694    164.901
    0.681292    2.66696    164.783
    0.464159    2.66716    164.722
    0.316228    2.66767    164.761
    0.215443    2.66898    164.711
     0.14678    2.67253    164.887
         0.1    2.68043    165.266
   0.0681292    2.69653    165.463
   0.0464159    2.72563    163.986
   0.0316228    2.78672    163.751
   0.0215443    2.93861     164.13
    0.014678    3.35773    163.838
        0.01    3.65055    168.183
  0.00681292     3.5648    180.166
  0.00464159    3.81171    198.451
  0.00316228    6.04281    201.835
  0.00215443    4.29274    282.474
