Averaging kernel etc. information for: HOCl
       p/hPa      VR/km      HR/km
      146.78    3.29976    702.176
         100    5.42064    560.366
     68.1292    4.99027     466.05
     46.4159    4.46016    394.361
     31.6228    4.64424    328.651
     21.5443    5.02423    277.214
      14.678    5.31745    248.935
          10    5.60246    239.724
     6.81292    5.96151     243.06
     4.64159    6.36619    255.263
     3.16228    6.75941    276.167
     2.15443    6.44992    308.132
      1.4678    5.52558    363.365
           1    3.79462    458.753
    0.681292    4.22823    133.025
    0.464159    5.45977    139.273
    0.316228    6.35468    143.266
    0.215443    7.72565    149.817
     0.14678    10.8177    151.871
         0.1     13.564    148.169
   0.0464159    17.1456     145.38
   0.0215443    22.1641    143.688
        0.01    24.0453    142.642
  0.00464159    22.8946    142.311
  0.00215443    22.0709    141.809
       0.001    21.8063    142.271
