Averaging kernel etc. information for: BrO
       p/hPa      VR/km      HR/km
      146.78    3.23877    472.199
         100    5.42676    412.953
     68.1292    5.90014    362.375
     46.4159    4.59836    286.494
     31.6228     4.5085    236.714
     21.5443    4.70186    210.992
      14.678    4.89931    196.287
          10    5.12893    187.451
     6.81292    5.29459    182.164
     4.64159    5.56628    179.285
     3.16228    5.94549    178.437
     2.15443    6.35456    179.864
      1.4678    6.81803    184.136
           1    7.51804        192
    0.681292    8.51944    204.026
    0.464159    9.66713    220.526
    0.316228    11.0813    240.761
    0.215443    15.8629    262.222
     0.14678    18.4676    278.874
         0.1     20.631    283.273
   0.0464159    23.0143    286.305
   0.0215443    25.7556    301.027
        0.01    27.5082      326.5
  0.00464159     28.728    339.189
