Averaging kernel etc. information for: Temperature
       p/hPa      VR/km      HR/km
     316.228    2.07429    167.789
     261.016    2.96224    166.284
     215.443    4.20928    165.064
     177.828    4.41299    164.514
      146.78    4.40171     164.76
     121.153    4.39855    165.554
         100     4.2802    166.412
     82.5404    3.98929    166.402
     68.1292    4.04583    165.516
     56.2341     3.8913    164.831
     46.4159    3.74213    164.799
     38.3119    3.71639    165.085
     31.6228    3.67365    165.244
     26.1016    3.66671    165.209
     21.5443    3.67888    165.129
     17.7828    3.70189    165.168
      14.678    3.73319    165.269
     12.1153    3.79062    165.335
          10    3.82896    165.335
     8.25404    3.90673    165.326
     6.81292    3.95943    165.327
     5.62341    4.03202    165.349
     4.64159    4.12783    165.442
     3.83119    4.20084    165.331
     3.16228    4.32352    165.149
     2.61016    4.41511    165.172
     2.15443     4.5126    165.312
     1.77828    4.41826     166.41
      1.4678    4.17618    169.409
     1.21153    3.73105    172.547
           1    4.57618     165.07
    0.681292    6.16795    160.477
    0.464159    6.45458    164.949
    0.316228    6.60044    167.251
    0.215443    6.25964    168.712
     0.14678    5.45765    174.383
         0.1    5.34838    171.125
   0.0464159    7.10593     177.95
   0.0215443    8.21204    208.383
        0.01    9.11142    243.015
  0.00464159    9.41602    262.064
  0.00215443    10.7103    265.208
       0.001      13.04    282.884
 0.000464159    14.4279    317.549
 0.000215443    15.2957    376.159
      0.0001    15.6209    432.624
