Averaging kernel etc. information for: Temperature
       p/hPa      VR/km      HR/km
     316.228    1.83824    168.217
     261.016    3.42941    166.178
     215.443    3.58693    164.765
     177.828     4.2326    164.339
      146.78    4.21801     165.02
     121.153    4.23802    165.887
         100    4.29881    166.553
     82.5404    3.91446    166.332
     68.1292    3.96488    165.294
     56.2341    3.76808    164.705
     46.4159     3.6398    164.911
     38.3119    3.61533    165.307
     31.6228    3.59353     165.35
     26.1016    3.60707     165.17
     21.5443    3.64219    165.081
     17.7828    3.66825    165.193
      14.678    3.71965    165.318
     12.1153     3.7601    165.359
          10    3.82129    165.363
     8.25404    3.88694    165.339
     6.81292    3.95099    165.317
     5.62341    4.05548    165.397
     4.64159    4.15672    165.389
     3.83119    4.25936    165.227
     3.16228    4.42472    165.285
     2.61016     4.5671    165.365
     2.15443    4.64236    165.773
     1.77828    4.65744    167.685
      1.4678    4.29116    171.266
     1.21153    3.92575    173.893
           1    4.79653     164.63
    0.681292    6.22197    159.049
    0.464159     6.4817    163.722
    0.316228    6.58705    168.329
    0.215443    6.26207     171.26
     0.14678     5.3601    173.855
         0.1    5.37431    166.398
   0.0464159    7.24244    176.422
   0.0215443    8.89091    221.895
        0.01    10.9372    284.528
  0.00464159    12.2367    315.855
  0.00215443    13.3025    305.755
       0.001    15.9109    306.837
 0.000464159    15.4045    327.325
 0.000215443    15.0742    365.671
      0.0001    16.0264    372.341
