Averaging kernel etc. information for: CO
       p/hPa      VR/km      HR/km
     316.228    3.48962    750.025
     215.443     4.8882    705.477
      146.78    6.35935    601.647
         100    5.33576    470.132
     68.1292     4.8872    407.862
     46.4159    4.94225    429.894
     31.6228    5.31771    406.406
     21.5443    5.53919    399.124
      14.678    5.30592    409.315
          10    4.97051    435.034
     6.81292    4.77298    346.972
     4.64159    4.58459     307.83
     3.16228    4.53249    298.856
     2.15443    4.55961    243.419
      1.4678    4.26175    228.242
           1    4.21194    229.809
    0.681292    3.99571    209.496
    0.464159     3.9584     206.18
    0.316228    4.01311    211.807
    0.215443    3.92081    184.971
     0.14678    3.48624     179.62
         0.1    4.67639    174.333
   0.0464159    5.64472    149.407
   0.0215443    5.56058    160.851
        0.01    5.60635    150.197
  0.00464159    5.74259    160.571
  0.00215443    6.06615    178.668
       0.001    8.29694    218.125
 0.000464159    8.75517    204.735
