Averaging kernel etc. information for: H2O
       p/hPa      VR/km      HR/km
     316.228    1.42688    204.973
     261.016    2.94649    213.648
     215.443    3.01917     240.26
     177.828    3.17962    251.475
      146.78    3.26435    250.171
     121.153    3.28523    246.447
         100    3.27737    238.427
     82.5404     3.0765    237.177
     68.1292    2.93909    259.272
     56.2341    3.00473    241.232
     46.4159     3.0563    252.326
     38.3119    3.06391    264.924
     31.6228    3.10744     275.46
     26.1016    3.14034    285.721
     21.5443    3.19179    290.285
     17.7828     3.2087    290.138
      14.678    3.23801    291.571
     12.1153    3.24768    297.405
          10    3.25748    305.898
     8.25404    3.26257    312.877
     6.81292    3.27246    321.856
     5.62341     3.2848    332.741
     4.64159    3.30062    341.358
     3.83119    3.31794    346.396
     3.16228    3.35058    351.743
     2.61016    3.37586    361.462
     2.15443     3.4125    373.023
     1.77828    3.41186    381.261
      1.4678    3.34245    384.722
     1.21153    2.31536    421.167
           1    2.68293    395.986
    0.681292     3.2408    423.354
    0.464159    3.20343    401.525
    0.316228    3.24132    427.922
    0.215443    3.35831    443.223
     0.14678    3.47639    537.868
         0.1     5.1725    640.338
   0.0464159    7.28356    612.384
   0.0215443    8.37064    553.097
        0.01    10.0553    548.948
  0.00464159     9.8481    538.665
  0.00215443    6.84801    510.362
       0.001    6.24444    745.679
 0.000464159    6.52643    1155.04
