Averaging kernel etc. information for: HO2
       p/hPa      VR/km      HR/km
      146.78    3.58814    1044.75
         100      5.095    792.081
     68.1292    8.45173    690.405
     46.4159    5.47794    599.946
     31.6228    4.81696     527.91
     21.5443    4.52578    484.989
      14.678    4.24755    469.694
          10    3.95712    477.444
     6.81292    3.83218    441.475
     4.64159    4.04316    411.492
     3.16228    4.59687    385.264
     2.15443    5.03252     512.65
      1.4678     4.9456    663.311
           1    4.81517    887.414
    0.681292    4.73559    622.856
    0.464159     4.2051    405.106
    0.316228    3.69441    227.671
    0.215443    3.89209    198.502
     0.14678    4.72123    178.142
         0.1    7.61469    180.064
   0.0464159    10.6707    188.788
   0.0215443    13.2305    208.813
        0.01    16.5172     213.82
  0.00464159    23.0083    211.663
  0.00215443    27.6444    208.881
       0.001      26.24    195.074
