Averaging kernel etc. information for: CH3OH
       p/hPa      VR/km      HR/km
      146.78    2.70635    149.885
         100    3.20011    224.194
     68.1292    6.52138    439.347
     46.4159    5.73041    418.494
     31.6228    3.82396    472.099
     21.5443    3.45478    266.221
      14.678     3.7806    242.882
          10    4.09578    242.274
     6.81292    4.58454    257.583
     4.64159    5.27911    286.097
     3.16228    5.90288    331.549
     2.15443    5.98797    409.534
      1.4678    5.19802    505.676
           1     3.6421    651.957
    0.681292    4.08694    121.286
    0.464159    5.32656    122.257
    0.316228    6.26262    124.304
    0.215443     7.6442    128.114
     0.14678    10.7948    128.541
         0.1    13.4973    124.342
   0.0464159    17.1555    120.859
   0.0215443    22.0113    118.948
        0.01    25.3296    117.656
  0.00464159    24.5894    116.781
  0.00215443    23.2957    115.925
       0.001    22.8998     114.96
